user,value_range,input_type,message,choice
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,ore
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,sheep
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,wood
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wheat
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,ore
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wood
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,wood
bot,"[1, 2, 3, 4]",int,How many would you like to trade: ,4
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade: ,wood
bot,"[1, 2, 3]",int,How many would you like to trade: ,3
bot,"['Y', 'N']",action,Yellow would you like to trade wood for wood [Y/N]: ,N
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,ore
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,brick
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[8, 15, 35, 35, 44, 43, 44, 50, 55, 63, 63]",int,Choose road location - [0-71]: ,63
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"['knight', 'knight']",card,"Which dev card would you like to play from - [RoadBuilding(color=None, played=True, player=None, name='road_building'), Knight(color=None, played=True, player=None, name='knight'), YearOfPlenty(color=None, played=True, player=None, name='year_of_plenty'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=False, player=None, name='knight'), Knight(color=None, played=False, player=None, name='knight')]: ",knight
bot,"range(0, 18)",int,Choosen a Tile [0-18] to move the Robber to: ,17
bot,['Yellow'],player,Choose a player to steal from {'Yellow'}: ,Yellow
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,brick
bot,"[1, 2, 3, 4]",int,How many would you like to trade: ,1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade: ,sheep
bot,"[1, 2, 3]",int,How many would you like to trade: ,3
bot,"['Y', 'N']",action,Blue would you like to trade brick for sheep [Y/N]: ,Y
bot,"['Y', 'N']",action,Green would you like to trade brick for sheep [Y/N]: ,Y
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,ore
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,ore
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,['knight'],card,"Which dev card would you like to play from - [RoadBuilding(color=None, played=True, player=None, name='road_building'), Knight(color=None, played=True, player=None, name='knight'), YearOfPlenty(color=None, played=True, player=None, name='year_of_plenty'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=False, player=None, name='knight')]: ",knight
bot,"range(0, 18)",int,Choosen a Tile [0-18] to move the Robber to: ,3
bot,['Green'],player,Choose a player to steal from {'Green'}: ,Green
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,wood
bot,"[1, 2, 3, 4]",int,How many would you like to trade: ,1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade: ,ore
bot,"[1, 2, 3]",int,How many would you like to trade: ,3
bot,"['Y', 'N']",action,Red would you like to trade wood for ore [Y/N]: ,Y
bot,"['Y', 'N']",action,Yellow would you like to trade wood for ore [Y/N]: ,N
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",1
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"['victory_point', 'victory_point', 'road_building']",card,"Which dev card would you like to play from - [RoadBuilding(color=None, played=True, player=None, name='road_building'), Knight(color=None, played=True, player=None, name='knight'), YearOfPlenty(color=None, played=True, player=None, name='year_of_plenty'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), VictoryPoint(color=None, played=False, player=None, name='victory_point'), VictoryPoint(color=None, played=False, player=None, name='victory_point'), RoadBuilding(color=None, played=False, player=None, name='road_building')]: ",victory_point
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,brick
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wood
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,sheep
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,brick
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",1
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,brick
bot,"[1, 2, 3, 4]",int,How many would you like to trade: ,4
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade: ,wheat
bot,"[1, 2, 3]",int,How many would you like to trade: ,1
bot,"['Y', 'N']",action,Red would you like to trade brick for wheat [Y/N]: ,Y
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[8, 15, 35, 35, 44, 43, 44, 50, 55, 67, 68]",int,Choose road location - [0-71]: ,15
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[8, 8, 16, 21, 35, 35, 44, 43, 44, 50, 55, 67, 68]",int,Choose road location - [0-71]: ,16
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,wheat
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,sheep
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,ore
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,ore
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",3
bot,"[1, 2, 3]",int,"1=Collect, 2=Play, 3=End:",2
bot,"['victory_point', 'road_building']",card,"Which dev card would you like to play from - [RoadBuilding(color=None, played=True, player=None, name='road_building'), Knight(color=None, played=True, player=None, name='knight'), YearOfPlenty(color=None, played=True, player=None, name='year_of_plenty'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), Knight(color=None, played=True, player=None, name='knight'), VictoryPoint(color=None, played=True, player=None, name='victory_point'), VictoryPoint(color=None, played=False, player=None, name='victory_point'), RoadBuilding(color=None, played=False, player=None, name='road_building')]: ",road_building
bot,"[1, 2, 6, 10, 52, 52, 61, 65, 69, 70]",int,Choose road location - [0-71]: ,65
bot,"[1, 2, 6, 10, 52, 52, 61, 69, 70, 61, 71]",int,Choose road location - [0-71]: ,10
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",2
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",1
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",3
bot,"[1, 2, 3, 4]",int,"1=Settlement, 2=City, 3=Road, 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",2
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,brick
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wood
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,wood
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wood
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",2
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to trade (give away): ,brick
bot,"['brick', 'wood', 'sheep', 'wheat', 'ore']",resource,Which resource would you like to receive: ,wheat
bot,"[1, 2, 3]",int,"Player Trade (1), Bank/Port Trade (2), Cancel (3): ",3
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"[1, 2, 3, 4]",int,"1=Build, 2=Trade, 3=Dev Cards(Play/Select), 4=End: ",4
bot,"range(0, 18)",int,Choosen a Tile [0-18] to move the Robber to: ,17
bot,['Yellow'],player,Choose a player to steal from {'Yellow'}: ,Yellow
bot,"['ore', 'sheep', 'wheat', 'wood', 'brick']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",brick
bot,"['ore', 'sheep', 'wheat', 'wood', 'brick']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",sheep
bot,"['ore', 'sheep', 'wheat', 'wood', 'brick']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['ore', 'sheep', 'wheat', 'wood', 'brick']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['ore', 'sheep', 'wheat', 'wood', 'brick']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",brick
bot,"['sheep', 'wood', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wood', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",wood
bot,"['sheep', 'wood', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",wood
bot,"['sheep', 'wood', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",sheep
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",sheep
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",wheat
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",sheep
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",wheat
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",wheat
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",sheep
bot,"['sheep', 'wheat', 'ore']",resource,"Which resource would you like to discard: brick, wood, sheep, wheat, ore: ",ore
